2025-06-06_12-53-04,SERVER,SERVER START
2025-06-06_12-53-09,SERVER,john_doe has connected
2025-06-06_12-53-12,john_doe,Hello
2025-06-06_12-53-14,SERVER,john_doe has left the chat
